p,sim,local_edges,nonlocal_edges,mean_degree,rounds,absorbed,frozen,capped,local_matches,nonlocal_matches,realized_nonlocal_match_fraction,final_active_density,final_cluster_count,final_largest_cluster_fraction,final_interface_length,winner_site
0.8199999999999998,2,19800,8229,5.6058,62536,False,True,False,1972606,839200,0.2984558678657062,0.2036,2036,0.0004911591355599214,8036,-1
0.8199999999999998,3,19800,8276,5.6152,28787,False,True,False,2002344,828130,0.2925764377273912,0.2094,2094,0.0004775549188156638,8275,-1
0.8199999999999998,4,19800,8204,5.6008,26215,False,True,False,2000365,894412,0.30897440459144176,0.2043,2043,0.0004894762604013706,8072,-1
0.8199999999999998,5,19800,8234,5.6068,20157,False,True,False,1890618,770957,0.2896619482825019,0.2081,2081,0.0004805382027871216,8220,-1
0.8199999999999998,6,19800,8252,5.6104,21480,False,True,False,1948845,775163,0.28456707909815243,0.2106,2106,0.0004748338081671415,8342,-1
0.8199999999999998,7,19800,8238,5.6076,47774,False,True,False,1944026,808181,0.29364833386442224,0.2102,2102,0.0004757373929590866,8300,-1
0.8199999999999998,8,19800,8266,5.6132,60306,False,True,False,1923162,898271,0.318374031919241,0.2074,2074,0.00048216007714561236,8202,-1
0.8199999999999998,9,19800,8159,5.5918,29503,False,True,False,2021515,873976,0.30184034417651445,0.2052,2052,0.0004873294346978557,8108,-1
0.8399999999999999,0,19800,8431,5.6462,30341,False,True,False,1977285,785718,0.2843710267415562,0.211,2110,0.00047393364928909954,8337,-1
0.8399999999999999,1,19800,8418,5.6436,34063,False,True,False,1906559,837947,0.30531796979128484,0.2075,2075,0.00048192771084337347,8211,-1
0.8399999999999999,2,19800,8362,5.6324,41321,False,True,False,2050476,862321,0.2960456907913597,0.2046,2046,0.0004887585532746823,8082,-1
0.8399999999999999,3,19800,8385,5.637,27726,False,True,False,1930801,938696,0.32712911008445034,0.2018,2018,0.0004955401387512388,7976,-1
0.8399999999999999,4,19800,8375,5.635,37988,False,True,False,2074093,811704,0.28127550205367874,0.2072,2072,0.00048262548262548264,8190,-1
0.8399999999999999,5,19800,8433,5.6466,29609,False,True,False,1909882,934484,0.32853859172835,0.2045,2045,0.0004889975550122249,8088,-1
0.8399999999999999,6,19800,8394,5.6388,34524,False,True,False,2047960,782269,0.27639777558635714,0.2072,2072,0.00048262548262548264,8186,-1
0.8399999999999999,7,19800,8381,5.6362,24706,False,True,False,1954084,788985,0.2876285649394893,0.2084,2084,0.0004798464491362764,8243,-1
0.8399999999999999,8,19800,8417,5.6434,30955,False,True,False,1954808,841742,0.30099300924353223,0.2052,2052,0.0004873294346978557,8106,-1
0.8399999999999999,9,19800,8459,5.6518,28523,False,True,False,1884175,910532,0.3258058894903831,0.2068,2068,0.00048355899419729207,8180,-1
0.8599999999999999,0,19800,8568,5.6736,29071,False,True,False,1974408,829775,0.29590615163133077,0.2049,2049,0.0004880429477794046,8102,-1
0.8599999999999999,1,19800,8626,5.6852,31352,False,True,False,1893324,892584,0.32039248962995187,0.2101,2101,0.00047596382674916705,8295,-1
0.8599999999999999,2,19800,8600,5.68,49986,False,True,False,1981528,862902,0.3033655249030561,0.2049,2049,0.0004880429477794046,8104,-1
0.8599999999999999,3,19800,8623,5.6846,34174,False,True,False,1934184,900938,0.31777750657643655,0.205,2050,0.0004878048780487805,8112,-1
0.8599999999999999,4,19800,8567,5.6734,67565,False,True,False,1979772,927308,0.3189826217372759,0.2084,2084,0.0004798464491362764,8236,-1
0.8599999999999999,5,19800,8578,5.6756,38555,False,True,False,2023041,876660,0.30232772275486336,0.2034,2034,0.0004916420845624386,8042,-1
0.8599999999999999,6,19800,8569,5.6738,28290,False,True,False,1965322,834889,0.29815217496110114,0.2058,2058,0.00048590864917395527,8140,-1
0.8599999999999999,7,19800,8566,5.6732,27742,False,True,False,1955972,871218,0.3081568624676799,0.2048,2048,0.00048828125,8094,-1
0.8599999999999999,8,19800,8601,5.6802,31385,False,True,False,1992286,876964,0.30564224100374665,0.2055,2055,0.00048661800486618007,8129,-1
0.8599999999999999,9,19800,8601,5.6802,51802,False,True,False,2068167,855453,0.29260061157058714,0.206,2060,0.0004854368932038835,8144,-1
0.8799999999999999,0,19800,8800,5.72,49146,False,True,False,1931518,928681,0.3246910442245452,0.2039,2039,0.0004904364884747426,8059,-1
0.8799999999999999,1,19800,8737,5.7074,53035,False,True,False,1975143,900790,0.31321661526885364,0.2063,2063,0.0004847309743092584,8152,-1
0.8799999999999999,2,19800,8821,5.7242,19178,False,True,False,1946639,841287,0.3017608788755512,0.2028,2028,0.0004930966469428008,8014,-1
0.8799999999999999,3,19800,8841,5.7282,34498,False,True,False,2069249,927415,0.3094824778487011,0.2041,2041,0.0004899559039686428,8064,-1
0.8799999999999999,4,19800,8764,5.7128,18792,False,True,False,1895804,861676,0.3124867632766149,0.2043,2043,0.0004894762604013706,8088,-1
0.8799999999999999,5,19800,8807,5.7214,64308,False,True,False,2090277,925133,0.306801728454837,0.2024,2024,0.0004940711462450593,7997,-1
0.8799999999999999,6,19800,8787,5.7174,32853,False,True,False,2002840,881864,0.3057034621229769,0.2052,2052,0.0004873294346978557,8120,-1
0.8799999999999999,7,19800,8819,5.7238,20743,False,True,False,1921670,873099,0.3124047103714117,0.2051,2051,0.00048756704046806434,8109,-1
0.8799999999999999,8,19800,8738,5.7076,27044,False,True,False,2035491,856362,0.29612916009216234,0.2013,2013,0.0004967709885742673,7962,-1
0.8799999999999999,9,19800,8788,5.7176,32613,False,True,False,1976435,916478,0.31680109287766345,0.2052,2052,0.0004873294346978557,8108,-1
0.8999999999999999,0,19800,9015,5.763,34187,False,True,False,1891880,895902,0.3213673092085393,0.2031,2031,0.0004923682914820286,8038,-1
0.8999999999999999,1,19800,9002,5.7604,60106,False,True,False,2020791,886261,0.30486589163179745,0.2049,2049,0.0004880429477794046,8094,-1
0.8999999999999999,2,19800,9044,5.7688,25115,False,True,False,2014784,906467,0.3103009635255581,0.2006,2006,0.0004985044865403788,7937,-1
0.8999999999999999,3,19800,9009,5.7618,36724,False,True,False,1908124,895889,0.319502441679122,0.2045,2045,0.0004889975550122249,8097,-1
0.8999999999999999,4,19800,9018,5.7636,54500,False,True,False,2031596,818803,0.28725908197413763,0.2058,2058,0.00048590864917395527,8136,-1
0.8999999999999999,5,19800,8982,5.7564,38689,False,True,False,1974600,872491,0.3064499870218409,0.2078,2078,0.00048123195380173246,8210,-1
0.8999999999999999,6,19800,8999,5.7598,30697,False,True,False,1932594,911972,0.3206014555471731,0.1997,1997,0.000500751126690035,7896,-1
0.8999999999999999,7,19800,9002,5.7604,27146,False,True,False,1908744,902936,0.3211375405451545,0.2065,2065,0.00048426150121065375,8164,-1
0.8999999999999999,8,19800,9056,5.7712,27244,False,True,False,1977351,975973,0.3304659427817605,0.2046,2046,0.0004887585532746823,8089,-1
0.8999999999999999,9,19800,8990,5.758,46831,False,True,False,1985345,965074,0.3270972699131886,0.203,2030,0.0004926108374384236,8027,-1
